experiment,pioreactor_unit,timestamp,rate,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T01:40:23.290Z,0.0,2025-09-19 03:40:23.290,2.353055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:40:28.288Z,-1.1942055e-05,2025-09-19 03:40:28.288,2.354444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:40:33.288Z,-4.702089e-06,2025-09-19 03:40:33.288,2.355833333333
Long Yeast Grow,pioreactor02,2025-09-19T01:40:38.289Z,-2.0192718e-05,2025-09-19 03:40:38.289,2.357222222222
Long Yeast Grow,pioreactor02,2025-09-19T01:40:43.289Z,-7.286609e-06,2025-09-19 03:40:43.289,2.358611111111
Long Yeast Grow,pioreactor02,2025-09-19T01:40:48.288Z,-9.005432e-06,2025-09-19 03:40:48.288,2.36
Long Yeast Grow,pioreactor02,2025-09-19T01:40:53.289Z,-4.9745511e-05,2025-09-19 03:40:53.289,2.361388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:40:58.288Z,-4.9178541e-05,2025-09-19 03:40:58.288,2.362777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:41:03.288Z,-5.8308376e-05,2025-09-19 03:41:03.288,2.364166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:41:08.288Z,3.8362145e-05,2025-09-19 03:41:08.288,2.365555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:41:13.288Z,2.4566092e-05,2025-09-19 03:41:13.288,2.366944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:41:18.289Z,6.4959303e-05,2025-09-19 03:41:18.289,2.368333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:41:23.288Z,0.000108591989,2025-09-19 03:41:23.288,2.369722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:41:28.288Z,0.00027474705,2025-09-19 03:41:28.288,2.371111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:41:33.288Z,0.000369817922,2025-09-19 03:41:33.288,2.3725
Long Yeast Grow,pioreactor02,2025-09-19T01:41:38.288Z,0.000417393374,2025-09-19 03:41:38.288,2.373888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:41:43.288Z,0.000605619729,2025-09-19 03:41:43.288,2.375277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:41:48.288Z,0.000689363463,2025-09-19 03:41:48.288,2.376666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:41:53.288Z,0.000739246772,2025-09-19 03:41:53.288,2.378055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:41:58.288Z,0.000660456983,2025-09-19 03:41:58.288,2.379444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:42:03.289Z,0.000818876482,2025-09-19 03:42:03.289,2.380833333333
Long Yeast Grow,pioreactor02,2025-09-19T01:42:08.288Z,0.000880209648,2025-09-19 03:42:08.288,2.382222222222
Long Yeast Grow,pioreactor02,2025-09-19T01:42:13.311Z,0.000870716653,2025-09-19 03:42:13.311,2.383611111111
Long Yeast Grow,pioreactor02,2025-09-19T01:42:18.288Z,0.000961021075,2025-09-19 03:42:18.288,2.385
Long Yeast Grow,pioreactor02,2025-09-19T01:42:23.288Z,0.001002904632,2025-09-19 03:42:23.288,2.386388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:42:28.289Z,0.000952085594,2025-09-19 03:42:28.289,2.387777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:42:33.289Z,0.000761753709,2025-09-19 03:42:33.289,2.389166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:42:38.289Z,0.000861413303,2025-09-19 03:42:38.289,2.390555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:42:43.288Z,0.001007717097,2025-09-19 03:42:43.288,2.391944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:42:48.288Z,0.001037981327,2025-09-19 03:42:48.288,2.393333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:42:53.289Z,0.001238211896,2025-09-19 03:42:53.289,2.394722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:42:58.288Z,0.00139479551,2025-09-19 03:42:58.288,2.396111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:43:03.288Z,0.001475484797,2025-09-19 03:43:03.288,2.3975
Long Yeast Grow,pioreactor02,2025-09-19T01:43:08.288Z,0.001329874603,2025-09-19 03:43:08.288,2.398888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:43:13.288Z,0.001249035854,2025-09-19 03:43:13.288,2.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:43:18.288Z,0.001190714289,2025-09-19 03:43:18.288,2.401666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:43:23.288Z,0.001067898201,2025-09-19 03:43:23.288,2.403055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:43:28.288Z,0.001052175121,2025-09-19 03:43:28.288,2.404444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:43:33.289Z,0.001043584425,2025-09-19 03:43:33.289,2.405833333333
Long Yeast Grow,pioreactor02,2025-09-19T01:43:38.288Z,0.001116925461,2025-09-19 03:43:38.288,2.407222222222
Long Yeast Grow,pioreactor02,2025-09-19T01:43:43.289Z,0.001139581749,2025-09-19 03:43:43.289,2.408611111111
Long Yeast Grow,pioreactor02,2025-09-19T01:43:48.288Z,0.00117608503,2025-09-19 03:43:48.288,2.41
Long Yeast Grow,pioreactor02,2025-09-19T01:43:53.288Z,0.001515754171,2025-09-19 03:43:53.288,2.411388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:43:58.288Z,0.001683362995,2025-09-19 03:43:58.288,2.412777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:44:03.288Z,0.001770905265,2025-09-19 03:44:03.288,2.414166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:44:08.288Z,0.001899162403,2025-09-19 03:44:08.288,2.415555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:44:13.288Z,0.002210938491,2025-09-19 03:44:13.288,2.416944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:44:18.288Z,0.002374199597,2025-09-19 03:44:18.288,2.418333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:44:23.288Z,0.002480986556,2025-09-19 03:44:23.288,2.419722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:44:28.288Z,0.002408017218,2025-09-19 03:44:28.288,2.421111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:44:33.288Z,0.002300184439,2025-09-19 03:44:33.288,2.4225
Long Yeast Grow,pioreactor02,2025-09-19T01:44:38.288Z,0.002185525104,2025-09-19 03:44:38.288,2.423888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:44:43.288Z,0.002009316562,2025-09-19 03:44:43.288,2.425277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:44:48.289Z,0.00210504335,2025-09-19 03:44:48.289,2.426666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:44:53.288Z,0.002132025033,2025-09-19 03:44:53.288,2.428055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:44:58.289Z,0.002090253538,2025-09-19 03:44:58.289,2.429444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:45:03.288Z,0.002213535546,2025-09-19 03:45:03.288,2.430833333333
Long Yeast Grow,pioreactor02,2025-09-19T01:45:08.288Z,0.002131753827,2025-09-19 03:45:08.288,2.432222222222
Long Yeast Grow,pioreactor02,2025-09-19T01:45:13.288Z,0.002120594767,2025-09-19 03:45:13.288,2.433611111111
Long Yeast Grow,pioreactor02,2025-09-19T01:45:18.288Z,0.002033009011,2025-09-19 03:45:18.288,2.435
Long Yeast Grow,pioreactor02,2025-09-19T01:45:23.288Z,0.002056227787,2025-09-19 03:45:23.288,2.436388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:45:28.288Z,0.002189530549,2025-09-19 03:45:28.288,2.437777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:45:33.288Z,0.002221116689,2025-09-19 03:45:33.288,2.439166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:45:38.288Z,0.002101530097,2025-09-19 03:45:38.288,2.440555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:45:43.289Z,0.001987065321,2025-09-19 03:45:43.289,2.441944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:45:48.288Z,0.002072032105,2025-09-19 03:45:48.288,2.443333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:45:53.288Z,0.002733591403,2025-09-19 03:45:53.288,2.444722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:45:58.288Z,0.003069987236,2025-09-19 03:45:58.288,2.446111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:46:03.288Z,0.003245357162,2025-09-19 03:46:03.288,2.4475
Long Yeast Grow,pioreactor02,2025-09-19T01:46:08.288Z,0.003573982031,2025-09-19 03:46:08.288,2.448888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:46:13.288Z,0.00394137907,2025-09-19 03:46:13.288,2.450277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:46:18.288Z,0.004284774192,2025-09-19 03:46:18.288,2.451666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:46:23.288Z,0.004680328266,2025-09-19 03:46:23.288,2.453055555556
